pidx,Year,Patient services,Claim lines,Paid (dollars),YoY growth (percent)
26613,2021,3078,3166,191932,619.5
26613,2022,2598,2726,142838,-25.6
26613,2023,3429,3482,173981,21.8
26613,2024,2718,2756,173214,-0.4
9791,2020,317,1696,175546,
9791,2021,2261,13574,1298565,639.7
9791,2022,1856,10703,1050393,-19.1
9791,2023,1424,8731,851242,-19.0
9791,2024,1209,10256,790620,-7.1
46638,2018,2065,2103,31912,
46638,2019,2649,2670,39182,22.8
46638,2020,1691,1700,21887,-44.1
46638,2021,1215,1230,16134,-26.3
46638,2022,1079,1105,21021,30.3
46638,2023,1109,1129,21223,1.0
46638,2024,1008,1066,22001,3.7
49602,2019,966,984,21025,
49602,2020,1538,1628,8740,-58.4
49602,2021,2756,2877,26467,202.8
49602,2022,3545,3675,34774,31.4
49602,2023,4212,4411,48560,39.6
49602,2024,3012,3196,4891,-89.9
17119,2018,3271,3295,199060,
17119,2019,4276,4330,290060,45.7
17119,2020,3062,3105,207085,-28.6
17119,2021,3621,3645,274919,32.8
17119,2022,4028,4054,288838,5.1
17119,2023,3497,3504,226196,-21.7
17119,2024,2894,2909,185566,-18.0
32965,2018,249,299,27104,
32965,2019,756,1072,108888,301.7
32965,2020,711,1528,161927,48.7
32965,2021,505,1045,120920,-25.3
32965,2022,66,134,16717,-86.2
18096,2018,3746,3858,94602,
18096,2019,4238,4298,84320,-10.9
18096,2020,8100,9311,186647,121.4
18096,2021,14789,18857,398559,113.5
18096,2022,14488,17262,321621,-19.3
18096,2023,8087,9827,238139,-26.0
18096,2024,7659,8641,187428,-21.3
958,2019,12,92,3923,
958,2020,1719,43814,2278697,57983.6
958,2021,7690,219484,11335647,397.5
958,2022,7670,220261,11746783,3.6
958,2023,8131,230941,13793788,17.4
958,2024,7364,215935,13186021,-4.4
26540,2018,256,477,29144,
26540,2019,548,956,57839,98.5
26540,2020,632,1055,76717,32.6
26540,2021,1146,2292,138034,79.9
26540,2022,1260,2521,150948,9.4
26540,2023,1281,2722,157722,4.5
26540,2024,962,1896,102542,-35.0
48355,2018,30,30,2006,
48355,2019,28,28,1842,-8.2
48355,2020,91,91,4095,122.3
48355,2021,954,954,42840,946.2
48355,2022,927,927,41670,-2.7
48355,2023,801,801,36045,-13.5
48355,2024,604,604,27180,-24.6
23781,2018,1233,1420,14379,
23781,2019,1515,2750,103425,619.3
23781,2020,1551,2654,100716,-2.6
23781,2021,3347,4022,143363,42.3
23781,2022,3740,4021,122259,-14.7
23781,2023,5228,5778,228117,86.6
23781,2024,3826,4240,183862,-19.4
9903,2018,225,444,256274,
9903,2019,238,2446,255648,-0.2
9903,2020,447,10707,481726,88.4
9903,2021,717,20329,941418,95.4
9903,2022,487,14195,717536,-23.8
9903,2023,479,13541,668652,-6.8
9903,2024,491,13794,775229,15.9
55326,2018,551,631,21727,
55326,2019,474,519,15917,-26.7
55326,2020,526,571,14457,-9.2
55326,2021,574,592,11994,-17.0
55326,2022,557,592,16430,37.0
55326,2023,459,519,17746,8.0
55326,2024,194,216,2887,-83.7
28788,2018,188,1089,405,
28788,2019,47,196,4224,943.0
28788,2020,16,103,13905,229.2
28788,2021,398,1990,255859,1740.1
28788,2022,615,2402,318315,24.4
28788,2023,12,42,3695,-98.8
49459,2018,541,608,34747,
49459,2019,381,423,27649,-20.4
49459,2020,282,294,15089,-45.4
49459,2021,345,371,26209,73.7
49459,2022,245,259,14644,-44.1
49459,2023,237,249,16161,10.4
49459,2024,133,139,11252,-30.4
39478,2020,230,964,18119,
39478,2021,188,634,21302,17.6
39478,2022,653,2618,60590,184.4
39478,2023,1098,4580,101398,67.4
39478,2024,882,4239,76349,-24.7
15671,2018,2562,4960,318336,
15671,2019,4958,9173,497134,56.2
15671,2020,3159,5493,322612,-35.1
15671,2021,5820,8710,473884,46.9
15671,2022,2711,3281,180492,-61.9
15671,2023,2036,2366,124801,-30.9
15671,2024,757,943,47827,-61.7
17124,2018,447,5977,584060,
17124,2019,434,5461,530135,-9.2
17124,2020,545,6617,318775,-39.9
17124,2021,364,4334,124620,-60.9
17124,2023,60,257,62500,
17124,2024,48,200,50100,-19.8
48418,2018,339,413,7238,
48418,2019,624,728,11790,62.9
48418,2020,359,397,10304,-12.6
48418,2021,957,1033,24153,134.4
48418,2022,1431,1534,28272,17.1
48418,2023,1614,1715,37367,32.2
48418,2024,1291,1392,36013,-3.6
12547,2019,364,672,99407,
12547,2020,1063,1729,170641,71.7
12547,2021,352,656,126513,-25.9
12547,2022,1744,2339,418156,230.5
12547,2023,4802,5507,972161,132.5
12547,2024,5507,5975,1057131,8.7
33914,2019,21,37,0,
33914,2020,736,1370,9850,
33914,2021,5770,9208,101490,930.3
33914,2022,7323,8774,126134,24.3
33914,2023,6618,7288,163291,29.5
33914,2024,382,384,6502,-96.0
22764,2018,12,14,327,
22764,2020,2273,2765,134309,
22764,2021,4714,5812,258252,92.3
22764,2022,5272,6016,251646,-2.6
22764,2023,6145,6811,331914,31.9
31949,2018,208,211,15801,
31949,2019,123,123,9225,-41.6
31949,2020,284,287,17126,85.6
31949,2021,694,705,54723,219.5
31949,2022,838,844,69135,26.3
31949,2023,1145,1149,88628,28.2
31949,2024,1504,1528,213780,141.2
54453,2018,314,769,11427,
54453,2019,1137,3011,56903,398.0
54453,2020,616,1734,19568,-65.6
54453,2021,206,619,4722,-75.9
54453,2022,84,293,1943,-58.8
54453,2023,405,1031,12044,519.9
17240,2018,180,356,202932,
17240,2019,180,453,221144,9.0
17240,2020,204,738,269712,22.0
17240,2021,211,781,265489,-1.6
17240,2022,204,2765,299945,13.0
17240,2023,197,4736,278981,-7.0
17240,2024,73,1701,110948,-60.2
34740,2018,705,1032,33424,
34740,2019,655,1016,40119,20.0
34740,2020,790,1235,48830,21.7
34740,2021,1038,1683,66682,36.6
34740,2022,1117,1754,68252,2.4
34740,2023,1039,1769,67813,-0.6
34740,2024,896,1520,59884,-11.7
29678,2018,807,808,103873,
29678,2019,669,675,87732,-15.5
29678,2020,783,803,70949,-19.1
29678,2021,1293,1336,89475,26.1
29678,2022,1022,1022,93093,4.0
29678,2023,815,817,71355,-23.4
29678,2024,334,334,40500,-43.2
44152,2019,14,28,2248,
44152,2020,73,288,20403,807.5
44152,2021,173,613,40105,96.6
44152,2022,188,719,43623,8.8
44152,2023,247,925,55803,27.9
44152,2024,166,705,41006,-26.5
40460,2020,37,99,5266,
40460,2021,27,75,4454,-15.4
40460,2022,429,1383,61426,1279.0
40460,2023,678,1767,93482,52.2
40460,2024,486,1399,95025,1.7
34324,2018,717,1811,52533,
34324,2019,611,1523,34778,-33.8
34324,2020,835,2356,60042,72.6
34324,2021,1355,4070,94301,57.1
34324,2022,1049,2698,54610,-42.1
34324,2023,1337,3615,60926,11.6
34324,2024,1048,2834,38932,-36.1
5469,2018,7356,9535,1239225,
5469,2019,7983,10510,1243708,0.4
5469,2020,9101,13381,1186887,-4.6
5469,2021,8983,15473,1416949,19.4
5469,2022,8148,13085,1324014,-6.6
5469,2023,7402,11400,1300555,-1.8
5469,2024,6006,7602,1131673,-13.0
3463,2018,1801,13104,1204357,
3463,2019,3891,28785,2925777,142.9
3463,2020,3816,27719,2811583,-3.9
3463,2021,4973,33450,3101414,10.3
3463,2022,4780,27158,2254764,-27.3
3463,2023,3214,19284,2052834,-9.0
3463,2024,639,3847,485183,-76.4
45887,2019,190,583,0,
45887,2020,200,605,0,
45887,2021,196,638,0,
45887,2022,185,645,63789,
45887,2023,202,624,62151,-2.6
45887,2024,176,510,55642,-10.5
21847,2020,537,718,15951,
21847,2021,5925,8133,188596,1082.3
21847,2022,9753,13406,321481,70.5
21847,2023,9647,13406,331555,3.1
21847,2024,6866,8776,204507,-38.3
20054,2018,21709,23062,77635,
20054,2019,41338,43087,185095,138.4
20054,2020,45425,46892,198070,7.0
20054,2021,59047,61671,301557,52.2
20054,2022,59839,62873,230074,-23.7
20054,2023,58565,61392,166217,-27.8
20054,2024,48522,50733,90896,-45.3
44534,2018,3905,3993,93897,
44534,2019,3980,4121,104724,11.5
25642,2018,2395,4084,100226,
25642,2019,2281,3825,112871,12.6
25642,2020,1667,3027,94210,-16.5
25642,2021,1185,1946,57403,-39.1
25642,2022,2709,4462,157614,174.6
25642,2023,2713,4611,155111,-1.6
25642,2024,1708,2589,90899,-41.4
16392,2018,5222,19950,496595,
16392,2019,3465,15533,447885,-9.8
16392,2020,872,4888,265605,-40.7
16392,2021,794,4091,218640,-17.7
16392,2022,836,3996,212466,-2.8
16392,2023,803,3531,110508,-48.0
16392,2024,863,3760,58187,-47.3
25032,2019,16,17,0,
25032,2020,776,885,43046,
25032,2021,8469,9261,209819,387.4
25032,2022,11292,12087,278608,32.8
25032,2023,7387,7912,202929,-27.2
25032,2024,4192,4531,73240,-63.9
4972,2018,59,64,15548,
4972,2019,81,100,16076,3.4
4972,2020,3515,3800,409306,2446.0
4972,2021,14176,16248,2073571,406.6
4972,2022,13047,15408,1987894,-4.1
4972,2023,18405,21954,2806265,41.2
4972,2024,16152,21093,2610609,-7.0
53661,2019,121,121,2095,
53661,2020,1149,1196,19914,850.7
53661,2021,1494,1509,28142,41.3
53661,2022,714,717,14367,-48.9
53661,2023,962,963,20749,44.4
53661,2024,1259,1261,26719,28.8
30048,2018,6426,6577,243067,
30048,2019,6435,6614,299224,23.1
868,2018,1654,16993,1989323,
868,2019,2526,29459,3075533,54.6
868,2020,5275,118925,5867835,90.8
868,2021,8782,230064,10770687,83.6
868,2022,8652,222212,11746134,9.1
868,2023,8840,221174,11556967,-1.6
868,2024,9053,225778,13408045,16.0
16685,2018,7851,11174,326903,
16685,2019,6770,9859,331329,1.4
16685,2020,5921,8015,209662,-36.7
16685,2021,6245,8668,215739,2.9
16685,2022,5919,9663,236956,9.8
16685,2023,5325,7737,188954,-20.3
16685,2024,5968,8930,243163,28.7
48375,2020,390,509,15006,
48375,2021,1654,2285,62261,314.9
48375,2022,1324,1916,40273,-35.3
48375,2023,1149,1758,29489,-26.8
48375,2024,510,732,8491,-71.2
37999,2018,97,223,14358,
37999,2019,211,398,30858,114.9
37999,2020,236,570,38838,25.9
37999,2021,552,1506,68163,75.5
37999,2022,517,1221,51776,-24.0
37999,2023,452,1071,79898,54.3
37999,2024,72,178,23403,-70.7
29623,2018,71,75,1506,
29623,2019,376,446,30295,1911.7
29623,2020,761,952,58036,91.6
29623,2021,1134,1510,111305,91.8
29623,2022,1406,1847,133755,20.2
29623,2023,1507,1974,136118,1.8
29623,2024,996,1259,87908,-35.4
36874,2018,4014,16842,47262,
36874,2019,2470,10337,97016,105.3
36874,2020,523,3059,30956,-68.1
36874,2021,681,3369,24477,-20.9
36874,2022,1148,5022,16531,-32.5
36874,2023,4275,22557,70046,323.7
36874,2024,3771,20921,45645,-34.8
23403,2018,3486,6177,129668,
23403,2019,3384,6423,113760,-12.3
23403,2020,1786,4104,52787,-53.6
23403,2021,2025,4610,57278,8.5
23403,2022,2612,6114,130824,128.4
23403,2023,2955,6490,156881,19.9
23403,2024,3352,6463,283265,80.6
26755,2018,25,28,948,
26755,2019,84,109,1773,87.0
26755,2020,1070,1394,33630,1797.2
26755,2021,3872,4604,184242,447.8
26755,2022,3135,3734,154738,-16.0
26755,2023,4692,5427,158156,2.2
26755,2024,4534,6706,168098,6.3
5629,2018,711,3185,584477,
5629,2019,276,3190,719822,23.2
5629,2020,409,4485,937496,30.2
5629,2021,443,4988,1160003,23.7
5629,2022,483,5301,1396555,20.4
5629,2023,589,6870,1748575,25.2
5629,2024,4192,13236,1928308,10.3
1010,2018,732,12767,538113,
1010,2019,1342,26355,1077853,100.3
1010,2020,3468,66065,3059963,183.9
1010,2021,9481,197383,9705158,217.2
1010,2022,8689,195372,10438856,7.6
1010,2023,8734,207667,10746934,3.0
1010,2024,9980,229221,14357882,33.6
49285,2018,26,26,781,
49285,2019,28,28,856,9.6
49285,2020,340,387,4453,420.3
49285,2021,1701,2015,21405,380.7
49285,2022,1318,1326,15720,-26.6
49285,2023,3772,4721,56721,260.8
49285,2024,2757,2843,47381,-16.5
49978,2020,58,206,0,
49978,2021,239,671,0,
49978,2022,232,569,58260,
49978,2023,180,481,49250,-15.5
49978,2024,96,261,33320,-32.3
20800,2019,198,1460,115140,
20800,2020,993,17275,478257,315.4
20800,2021,845,13259,347342,-27.4
20800,2022,405,3522,198746,-42.8
20800,2023,39,387,23850,-88.0
39330,2018,237,592,29589,
39330,2019,219,639,20651,-30.2
39330,2020,237,730,18794,-9.0
39330,2021,287,777,15119,-19.6
39330,2022,241,683,60467,300.0
39330,2023,271,820,72767,20.3
39330,2024,290,745,63230,-13.1
49049,2020,176,176,3648,
49049,2021,1603,1618,29863,718.7
49049,2022,2353,2454,44127,47.8
49049,2023,2149,2301,45906,4.0
49049,2024,1375,1495,25864,-43.7
18104,2018,1272,1647,62292,
18104,2019,1703,2055,109903,76.4
18104,2020,2065,2555,117287,6.7
18104,2021,1729,1994,84703,-27.8
18104,2022,2815,3435,239163,182.4
18104,2023,3982,4980,477045,99.5
18104,2024,3718,4513,419950,-12.0
5738,2019,733,1432,250326,
5738,2020,1069,2549,535800,114.0
5738,2021,749,1337,312958,-41.6
5738,2022,1921,3646,1400576,347.5
5738,2023,2918,6407,2866910,104.7
5738,2024,3301,5721,2912499,1.6
53178,2018,195,216,20300,
53178,2019,299,407,42630,110.0
53178,2020,114,155,18270,-57.1
53178,2021,213,282,34220,87.3
11032,2018,27,45,844,
11032,2019,74,87,1677,98.8
11032,2020,3430,4233,67125,3902.4
11032,2021,20064,24068,443178,560.2
11032,2022,31269,37259,731371,65.0
11032,2023,49291,57710,1175182,60.7
11032,2024,37793,43146,1056509,-10.1
52538,2019,87,416,26412,
52538,2020,61,64,15748,-40.4
52538,2021,13,14,2642,-83.2
52538,2022,12,36,3532,33.7
52538,2023,96,197,28737,713.6
52538,2024,136,453,43142,50.1
4740,2018,984,2238,406629,
4740,2019,1133,2481,331857,-18.4
4740,2020,2577,8718,1017976,206.8
4740,2021,3280,10240,1534709,50.8
4740,2022,3336,8102,1396108,-9.0
4740,2023,6019,14456,2485980,78.1
4740,2024,8026,18875,3358523,35.1
15907,2018,11846,12431,267324,
15907,2019,12514,12975,256045,-4.2
15907,2020,12364,12937,254812,-0.5
15907,2021,14312,15042,292743,14.9
15907,2022,14167,14798,254688,-13.0
15907,2023,14823,15279,285457,12.1
15907,2024,11699,12039,299504,4.9
29810,2018,1424,4230,63688,
29810,2019,1260,4000,75123,18.0
29810,2020,563,1916,56671,-24.6
29810,2021,1135,3511,119388,110.7
29810,2022,581,1726,78305,-34.4
29810,2023,497,1588,82588,5.5
29810,2024,411,1377,75896,-8.1
5157,2018,28026,28239,1054463,
5157,2019,29847,29964,934422,-11.4
5157,2020,38082,38411,1283634,37.4
5157,2021,49141,49891,1841749,43.5
5157,2022,29952,30562,1475731,-19.9
5157,2023,27962,29575,1302070,-11.8
5157,2024,34478,36973,1593293,22.4
29315,2020,618,654,16344,
29315,2021,4804,5387,137172,739.3
29315,2022,4907,6216,140436,2.4
29315,2023,4792,5892,130892,-6.8
29315,2024,5077,6416,146839,12.2
40318,2018,46,49,5025,
40318,2019,45,46,7070,40.7
40318,2020,137,151,18231,157.9
40318,2021,528,546,73379,302.5
40318,2022,354,365,89348,21.8
40318,2023,326,333,68871,-22.9
40318,2024,14,14,104,-99.8
49669,2018,1403,1453,79098,
49669,2019,580,611,23014,-70.9
49669,2020,407,424,13127,-43.0
49669,2021,529,561,19882,51.5
49669,2022,220,225,8726,-56.1
32435,2018,78,120,5353,
32435,2019,754,1014,47757,792.1
32435,2020,1568,2214,89314,87.0
32435,2021,1937,2515,96941,8.5
32435,2022,1368,1641,58495,-39.7
32435,2023,1625,1765,79220,35.4
32435,2024,1671,1776,75278,-5.0
19470,2018,1261,1264,32807,
19470,2019,2602,2795,82238,150.7
19470,2020,3224,3868,113848,38.4
19470,2021,4530,5049,137740,21.0
19470,2022,6599,6943,169432,23.0
19470,2023,10786,12007,321511,89.8
19470,2024,15213,16624,462173,43.8
766,2018,3782,11610,4517104,
766,2019,3888,19656,4831699,7.0
766,2020,5053,125264,6358157,31.6
766,2021,8881,231102,11740906,84.7
766,2022,8500,231768,12557809,7.0
766,2023,8247,216001,12106510,-3.6
766,2024,7465,201008,12053633,-0.4
30941,2020,1006,1091,1095,
30941,2021,2972,3288,34134,3016.5
30941,2022,4931,5464,128060,275.2
30941,2023,6033,6560,194356,51.8
30941,2024,4768,5087,148649,-23.5
7233,2021,728,6633,271903,
7233,2022,1159,5145,1621647,496.4
7233,2023,1244,6667,2159180,33.1
7233,2024,1204,10963,2206589,2.2
48292,2020,156,156,5370,
48292,2021,1108,1108,37953,606.8
48292,2022,1172,1172,40932,7.8
48292,2023,1204,1207,43500,6.3
48292,2024,737,737,28651,-34.1
31459,2018,226,231,16,
31459,2019,218,245,776,4713.9
31459,2020,389,490,3134,303.9
31459,2021,3840,5614,52802,1585.1
31459,2022,6656,10711,105390,99.6
31459,2023,7478,12817,130617,23.9
31459,2024,9894,14684,194006,48.5
2643,2018,28264,28323,1422571,
2643,2019,41732,41794,2096192,47.4
2643,2020,51925,52001,2566827,22.5
2643,2021,54912,55008,2707777,5.5
2643,2022,63362,63547,3045437,12.5
2643,2023,77821,78866,3790865,24.5
2643,2024,78594,80195,3851078,1.6
38270,2020,44,77,8959,
38270,2021,141,323,40756,354.9
38270,2022,448,1251,156031,282.8
38270,2023,217,497,60262,-61.4
38270,2024,176,295,35985,-40.3
8874,2018,494,3754,242645,
8874,2019,885,7985,652070,168.7
8874,2020,682,7097,421570,-35.3
8874,2021,1031,12058,628640,49.1
8874,2022,912,10724,977780,55.5
8874,2023,1059,12657,994960,1.8
8874,2024,1243,13820,853888,-14.2
16673,2021,65,744,201345,
16673,2022,290,5294,1292254,541.8
16673,2023,54,965,260711,-79.8
5840,2018,8972,11651,1315485,
5840,2019,7897,9140,808407,-38.5
5840,2020,12185,13915,715073,-11.5
5840,2021,18524,20537,1339490,87.3
5840,2022,13395,14874,1189796,-11.2
5840,2023,14940,18324,1359509,14.3
5840,2024,15647,22852,1387808,2.1
21882,2018,26077,29141,28969,
21882,2019,27797,28562,18985,-34.5
21882,2020,28589,29868,41856,120.5
21882,2021,59527,61088,269591,544.1
21882,2022,111330,115536,271091,0.6
21882,2023,156590,163306,257392,-5.1
21882,2024,159029,166790,170695,-33.7
4992,2018,9206,10365,965106,
4992,2019,9314,10862,1047048,8.5
4992,2020,12637,14356,1364003,30.3
4992,2021,15490,17658,1627446,19.3
4992,2022,8562,9418,567784,-65.1
4992,2023,33839,36583,1980753,248.9
4992,2024,38106,41841,2316465,16.9
48736,2020,180,477,43556,
48736,2021,378,912,74639,71.4
48736,2022,60,140,23139,-69.0
48736,2023,26,45,4268,-81.6
48736,2024,47,79,6750,58.1
33570,2018,1299,1679,24705,
33570,2019,1697,2107,42160,70.7
33570,2020,1490,1816,38169,-9.5
33570,2021,2162,2653,59328,55.4
33570,2022,2197,2630,75861,27.9
33570,2023,2774,3278,92428,21.8
33570,2024,2428,2897,84275,-8.8
25825,2018,3952,7597,107817,
25825,2019,3475,6559,100722,-6.6
25825,2020,2776,5193,84106,-16.5
25825,2021,3389,6679,94323,12.1
25825,2022,3422,6935,139643,48.0
25825,2023,3092,6263,120700,-13.6
25825,2024,2819,5600,110022,-8.8
31561,2018,1657,2002,150979,
31561,2019,809,842,51941,-65.6
31561,2020,771,812,52249,0.6
31561,2021,1185,1400,99214,89.9
31561,2022,868,904,49970,-49.6
31561,2023,842,860,48685,-2.6
31561,2024,636,636,29962,-38.5
24165,2018,1158,2049,23569,
24165,2019,1718,3130,46565,97.6
24165,2020,1836,3134,59288,27.3
24165,2021,5343,10124,215610,263.7
24165,2022,4348,8929,186107,-13.7
24165,2023,4183,8692,172140,-7.5
24165,2024,3537,6856,164594,-4.4
17389,2019,693,739,234755,
17389,2020,1061,1138,431736,83.9
17389,2021,1229,1343,498948,15.6
17389,2022,1278,1383,459947,-7.8
25189,2018,1081,1322,25059,
25189,2019,2123,2597,56676,126.2
25189,2020,2473,2983,74307,31.1
25189,2021,3511,4189,99141,33.4
25189,2022,3571,4346,139305,40.5
25189,2023,4092,4861,145294,4.3
25189,2024,5842,7533,256453,76.5
2816,2018,49430,63397,2275874,
2816,2019,36479,47451,1925834,-15.4
2816,2020,35617,46986,2026406,5.2
2816,2021,51301,65567,2864034,41.3
2816,2022,53188,70004,3001973,4.8
2816,2023,56388,75142,3541107,18.0
2816,2024,43755,55885,2457386,-30.6
33901,2020,430,559,9721,
33901,2021,3608,4596,99546,924.0
33901,2022,3936,5064,113495,14.0
33901,2023,3979,4851,136802,20.5
33901,2024,2139,2365,48280,-64.7
375,2019,59,1046,121155,
375,2020,530,13066,1573687,1198.9
375,2021,1567,35846,5126878,225.8
375,2022,2657,58585,10212769,99.2
375,2023,8050,191221,31005537,203.6
375,2024,22044,419127,65019277,109.7
20533,2020,366,523,16708,
20533,2021,4770,6145,243692,1358.5
20533,2022,6583,8313,300659,23.4
20533,2023,6040,7809,324959,8.1
20533,2024,5377,6890,307603,-5.3
16932,2019,28,278,32539,
16932,2020,186,2200,174053,434.9
16932,2021,339,3505,365911,110.2
16932,2022,663,5553,396319,8.3
16932,2023,1531,6586,413980,4.5
16932,2024,1644,6747,326818,-21.1
27546,2018,2993,4973,84260,
27546,2019,3041,4780,104781,24.4
27546,2020,2578,4334,101626,-3.0
27546,2021,2437,4658,135274,33.1
27546,2022,1894,3976,122751,-9.3
27546,2023,1601,2960,62143,-49.4
27546,2024,1193,2260,45943,-26.1
22455,2020,86,329,41251,
22455,2021,461,1762,231673,461.6
22455,2022,367,1688,248135,7.1
22455,2023,339,1375,206803,-16.7
22455,2024,397,1637,276762,33.8
15811,2020,130,651,100306,
15811,2021,526,2345,466608,365.2
15811,2022,408,2251,459341,-1.6
15811,2023,255,1633,381193,-17.0
15811,2024,334,2378,525270,37.8
22105,2018,1857,2194,75648,
22105,2019,2487,2869,126454,67.2
22105,2020,3003,3808,230878,82.6
22105,2021,2370,2892,146930,-36.4
22105,2022,2753,3275,137202,-6.6
22105,2023,3873,4455,174840,27.4
22105,2024,3425,3928,147125,-15.9
42696,2018,921,1736,127450,
42696,2023,97,237,18871,
42696,2024,445,1014,77740,312.0
51797,2022,58,73,3348,
51797,2023,379,428,23157,591.6
51797,2024,891,1017,99453,329.5
48147,2018,2533,2723,147403,
48147,2019,123,124,4514,-96.9
48147,2020,89,92,5214,15.5
48147,2021,38,40,718,-86.2
34560,2018,2230,2269,29077,
34560,2019,2203,2239,25161,-13.5
34560,2020,4785,5119,64369,155.8
